,Title,1Similar,2Similar,3Similar,4Similar,5Similar,6Similar
73,Allow mortal remains of Iraq victims reach their natives safely: Punjab CM,VK Singh to leave for Iraq to bring back bodies of 39 Indians,SC/ST Atrocities Act: 'Bharat Bandh' called on Monday; Internet and buses suspended in Punjab,Bharat Bandh: Section 144 imposed in various parts of country,"Bharat Bandh 2.0: Prohibitory orders in Jaipur, internet services to be suspended",Mortal remains of 39 Indians killed in Iraq to reach India tomorrow,Mortal remains of 39 Indians killed in Iraq to reach India today
74,Telangana Assembly Speaker gets 'milk bath' for forming village council,"Flat white - a challenger to cappuccino, latte?",Kodandaram's party gets green signal,"Ramdev meets Nizamabad MP, hints support to third front",Students in Chhattisgarh village still await power supply,"KCR to meet Deve Gowda, likely to discuss formation of third front",SAD workers distribute dummy phones in name of Punjab govt marking April fool's Day
75,Sach Kya Hai: Will Nitish be able to wash his image after clashes rock six districts in Bihar?,Samvidhan Ki Shapath: BJP MLA's relative raises questions over rape victim's character,Watch top entertainment news of the day,Don't Miss! Khichdi returns with the brand new season,BCCI to monitor workload of top 50 Indian players during IPL,Jiji Maa tries to bring back the family together,"In the name of security, Unnao rape victim says she is facing prison-like conditions"
76,Mortal remains of 39 Indians killed in Iraq to reach India tomorrow,Mortal remains of 39 Indians killed in Iraq to reach India today,VK Singh to leave for Iraq to bring back bodies of 39 Indians,Kaun Jitega 2019: VK Singh leaves for Iraq to bring back bodies of 39 Indians,Allow mortal remains of Iraq victims reach their natives safely: Punjab CM,"J&K: 8 terrorists gunned down , one nabbed alive in army's biggest anti-militancy operations",Terrorists behind Lt. Ummer Fayaz's killing gunned down
77,Mortal remains of 39 Indians killed in Iraq to reach India today,Mortal remains of 39 Indians killed in Iraq to reach India today,VK Singh to leave for Iraq to bring back bodies of 39 Indians,Kaun Jitega 2019: VK Singh leaves for Iraq to bring back bodies of 39 Indians,Allow mortal remains of Iraq victims reach their natives safely: Punjab CM,"J&K: 8 terrorists gunned down , one nabbed alive in army's biggest anti-militancy operations",Terrorists behind Lt. Ummer Fayaz's killing gunned down
78,CBSE paper leak: Board suspends official for lax supervision,CBSE Paper leaks case:  CBSE official suspended for laxity in supervising exam centre,"CBSE paper leaks case: 3, including 2 teachers arrested","CBSE paper leaks case: 3, including 2 teachers arrested","CBSE paper leaks case: 3, including 2 teachers arrested","CBSE paper leaks case: 3, including 2 teachers arrested",CBSE paper leak: All 3 accused sent to 2-day police custody
79,CBSE Paper Leaks: Tale of friendship gone awry,"CBSE paper leak: 2 teachers, 1 coaching centre owner held",CBSE paper leak: All 3 accused sent to 2-day police custody,"CBSE paper leaks case: 3, including 2 teachers arrested",CBSE Paper leaks case:  CBSE official suspended for laxity in supervising exam centre,"Same culprit behind Class XII, X paper leak",CBSE paper leak: Board suspends official for lax supervision
80,Will Nitish Kumar's prayers at mausoleum help stop riots in Bihar?,Rajasthan: 6 vehicles vandalised as communal riots break out in Pali,Unnao Gangrape: When BJP MLA Kuldeep Singh Sengar faked his surrender,Kulfi Kumar Bajewala: Police arrests Kulfi in Mumbai ,"Unnao: Even after father's death govt. is asking question to us, says victim's sister in tears",Bharat Bandh by Sawarns: Protests erupt in Bihar,Kulfi Kumar Bajewala: Kulfi remembers her mother 
81,Vyakti Vishesh Full: Kim Jong-un: Will the dictator lead to third World War?,Twarit: PM Modi to observe fast on April 12 over Parliament disruption,"Unnao: Even after father's death govt. is asking question to us, says victim's sister in tears",Deepika Singh shares her beauty tips for summer ,Audio Bulletin: UP govt hands over Unnao gang rape case to CBI,A South Korean envoy asked Kim Jong Un to quit cigarette - this is what happened next !,Unnao Rape Case: CBI to decide Kuldeep Sengar's arrest even after FIR registered under POCSO act
82,J&K: Encounter between security forces & terrorists takes place in Shopian,J&K: Encounter between security forces & terrorists takes place in Shopian,J&K: Encounter between security forces & terrorists takes place in Shopian,J-K: Two encounters underway in Shopian,Shopian: One terrorist neutralised in Dragad encounter,At least 4 terrorists trapped in Kachdoora encounter site: SP Vaid,J-K: Seven terrorists gunned down in Dargad encounter
83,J&K: Two militants killed in separate encounters in Kashmir,"J&K: 8 terrorists gunned down , one nabbed alive in army's biggest anti-militancy operations",J-K: Two encounters underway in Shopian,Shopian: One terrorist neutralised in Dragad encounter,J&K: Encounter between security forces & terrorists takes place in Shopian,J&K: Encounter between security forces & terrorists takes place in Shopian,J&amp;K: Internet services suspended after 11 terrorists killed in encounter
84,"Rajasthan: Kumbha Ram Arya dam breached, several areas inundated",Audio Bulletin: UP govt hands over Unnao gang rape case to CBI,"Unnao: Even after father's death govt. is asking question to us, says victim's sister in tears",Deepika Singh shares her beauty tips for summer ," Unnao gang rape case: SIT reaches at victim's village, begins probe",Unnao Rape Case: CBI to decide Kuldeep Sengar's arrest even after FIR registered under POCSO act,Twarit: PM Modi to observe fast on April 12 over Parliament disruption
85,ICICI-Videocon Loan Case: THIS IS WHY problems for Chanda Kochhar may increase,"ICICI-Videocon case: 'There is no quid pro quo,' says Venugopal Dhoot",Case to be registered against BJP MLA Kuldeep Sengar after SIT probe ,"PM praises former IAS officer Parmeshwar, 'He returned from America for Swachh Abhiyan'","Unnao: Even after father's death govt. is asking question to us, says victim's sister in tears",Deepika Singh shares her beauty tips for summer ,Unnao Gangrape: FIR registered against BJP MLA Kuldeep Singh Sengar
86,Bhagalpur Violence Case: Arjit Chaubey SURRENDERS amid Jai Shri Ram slogans,Bhagalpur Violence: Union Minister Ashwini Choubey's son Arjit Shashwat arrested; says 'was not evading arrest',Bhagalpur Violence: Union Minister Ashwini Choubey's son Arjit Shashwat arrested; says 'was not evading arrest',Case to be registered against BJP MLA Kuldeep Sengar after SIT probe ,Sansani: Three rape incidents and justice unserved,Deepika Singh shares her beauty tips for summer ,Unnao Gangrape: When BJP MLA Kuldeep Singh Sengar faked his surrender
87,"ICICI-Videocon case: 'There is no quid pro quo,' says Venugopal Dhoot",ICICI-Videocon Loan Case: THIS IS WHY problems for Chanda Kochhar may increase,Master Stroke: Fraud account holders steal Rs 250 crore in Western UP ,Ever wonder which is the richest political party in India?,Sachin Gupte appointed HR Head of Standard Chartered India,BJP richest political party of India: ADR,ED attach Rs 15-cr worth assets of Chennai businessman
88,J&K: Encounter between security forces & terrorists takes place in Shopian,J&K: Encounter between security forces & terrorists takes place in Shopian,J&K: Encounter between security forces & terrorists takes place in Shopian,Shopian: One terrorist neutralised in Dragad encounter,J-K: Two encounters underway in Shopian,At least 4 terrorists trapped in Kachdoora encounter site: SP Vaid,J-K: Seven terrorists gunned down in Dargad encounter
89,"Jammu Kashmir: 1 Terrorist shot dead, 1 arrested in Anantnag",Jammu Kashmir: 8 terrorists shot dead in Shopian and Anantnag,Jammu Kashmir: 11 terrorists shot dead in Shopian and Anantnag,J-K: Two encounters underway in Shopian,J-K: Seven terrorists gunned down in Dargad encounter,Shopian: One terrorist neutralised in Dragad encounter,J&K: Encounter between security forces & terrorists takes place in Shopian
90,"Madhya Pradesh: 10 die, many feared stuck in debris as hotel's building collapses",Indore building collapse: Death toll mounts to 10,Indore building collapse: MP CM announces ex-gratia,Indore building collapse: Magisterial inquiry ordered,"People of Kairana feel safe under Yogi government, watch this exclusive report ",Indore building collapse: 10 people dead,Case to be registered against BJP MLA Kuldeep Sengar after SIT probe 
91,J&K: Encounter between security forces & terrorists takes place in Shopian,J&K: Encounter between security forces & terrorists takes place in Shopian,J&K: Encounter between security forces & terrorists takes place in Shopian,Shopian: One terrorist neutralised in Dragad encounter,J-K: Two encounters underway in Shopian,At least 4 terrorists trapped in Kachdoora encounter site: SP Vaid,J-K: Seven terrorists gunned down in Dargad encounter
92,Rajasthan: 6 vehicles vandalised as communal riots break out in Pali,"Unnao: Even after father's death govt. is asking question to us, says victim's sister in tears",Deepika Singh shares her beauty tips for summer ," Unnao gang rape case: SIT reaches at victim's village, begins probe",Unnao Rape Case: CBI to decide Kuldeep Sengar's arrest even after FIR registered under POCSO act,Twarit: PM Modi to observe fast on April 12 over Parliament disruption,Saas Bahu Aur Saazish: Day out with Dishank Arora
93,Daily Horoscope with Pawan Sinha: Here is today's prediction for your zodiac sign,"Daily Horoscope with Pawan Sinha: Here is prediction for the day, April 12","Daily Horoscope with Pawan Sinha: Here is prediction for the day, April 11","Daily Horoscope with Pawan Sinha: Know what does your day has in store for you, April 10",GuruJi With Pawan Sinha: How to reduce blood-pressure problems?,GuruJi With Pawan Sinha: This is how women should take care of themselves,"Unnao: Even after father's death govt. is asking question to us, says victim's sister in tears"
94,CBSE Paper Leak: Did the board lie to investigative agencies?,"CBSE paper leak: 2 teachers, 1 coaching centre owner held",CBSE Paper leaks case:  CBSE official suspended for laxity in supervising exam centre,Police custody of all three has been taken: Delhi Police Joint CP Crime Branch on CBSE Paper Leak case,"Same culprit behind Class XII, X paper leak","CBSE paper leaks case: 3, including 2 teachers arrested","CBSE paper leaks case: 3, including 2 teachers arrested"
95,Indore building collapse: Death toll mounts to 10,Indore building collapse: MP CM announces ex-gratia,Indore building collapse: Magisterial inquiry ordered,"Madhya Pradesh: 10 die, many feared stuck in debris as hotel's building collapses",Indore building collapse: 10 people dead,Sachi Ghatna: Inside story of Indore building collapse,At least 4 terrorists trapped in Kachdoora encounter site: SP Vaid
96,Sansani: Why was Siddharth Sagar MISSING; Here is the COMPLETE STORY,"Viral Sach FULL: Unnao rape victim's one year old video surfacing on internet, know the truth ","Daily Horoscope with Pawan Sinha: Know what does your day has in store for you, April 10","Unnao: Even after father's death govt. is asking question to us, says victim's sister in tears",Deepika Singh shares her beauty tips for summer ," Unnao gang rape case: SIT reaches at victim's village, begins probe",Uttarakhand Shikhar Sammelan: Kishore Upadhyaya Vs Ajay Bhatt
97,Indore building collapse: 10 people dead,Indore building collapse: Death toll mounts to 10,Indore building collapse: Magisterial inquiry ordered,Indore building collapse: MP CM announces ex-gratia,"Madhya Pradesh: 10 die, many feared stuck in debris as hotel's building collapses",Mumbai: 42-year-old fashion designer held for 'sexually assaulting' minor daughters,Mumbai: During raid two`sex workers' die after falling from building
98,"Chelsea Handler supports Stormy Daniels, says she is not bimbo",Melania meets school kids amid media frenzy surrounding husband,FBI seizes documents related to porn star Stormy Daniels in a raid at Trump's lawyer's office,Trump calls off his South America visit,FBI conduct raids on Trump's lawyer's office,FBI raids a political witch hunt and a disgrace: Trump,China gained from 'poor' US leadership in past: Trump
99,"CBSE paper leaks case: 3, including 2 teachers arrested","CBSE paper leaks case: 3, including 2 teachers arrested","CBSE paper leaks case: 3, including 2 teachers arrested","CBSE paper leaks case: 3, including 2 teachers arrested",CBSE Paper leaks case:  CBSE official suspended for laxity in supervising exam centre,CBSE paper leak: Board suspends official for lax supervision,No Class 10 Maths re-test after scientific evaluation: CBSE to HC
